0,93,0,0,199,0,0,0,0,0,0,0,0,0,0,0
93,0,241,0,0,176,0,0,0,0,0,0,0,0,0,0
0,241,0,218,0,0,254,0,0,0,0,0,0,0,0,0
0,0,218,0,0,0,0,151,0,0,0,0,0,0,0,0
199,0,0,0,0,256,0,0,113,0,0,0,0,0,0,0
0,176,0,0,256,0,249,0,0,95,0,0,0,0,0,0
0,0,254,0,0,249,0,50,0,0,232,0,0,0,0,0
0,0,0,151,0,0,50,0,0,0,0,207,0,0,0,0
0,0,0,0,113,0,0,0,0,61,0,0,117,0,0,0
0,0,0,0,0,95,0,0,61,0,20,0,0,4,0,0
0,0,0,0,0,0,232,0,0,20,0,190,0,0,243,0
0,0,0,0,0,0,0,207,0,0,190,0,0,0,0,115
0,0,0,0,0,0,0,0,117,0,0,0,0,141,0,0
0,0,0,0,0,0,0,0,0,4,0,0,141,0,147,0
0,0,0,0,0,0,0,0,0,0,243,0,0,147,0,244
0,0,0,0,0,0,0,0,0,0,0,115,0,0,244,0
